"week_date","month_num","season","title_clean","show_title","weekly_rank_num","weekly_hours_viewed_num","cumulative_weeks_in_top_10_num","type_clean","genre"
2023-02-26,2,winter,army of one,Army of One,4,15600000,1,,
2023-02-26,2,winter,the woman king,The Woman King,5,10230000,2,,
2023-02-26,2,winter,"2 guns","2 Guns",6,8550000,2,,
2023-02-26,2,winter,jurassic world,Jurassic World,7,7430000,2,,
2023-02-26,2,winter,mission: impossible - fallout,Mission: Impossible - Fallout,8,6360000,2,,
2023-02-26,2,winter,minions: the rise of gru,Minions: The Rise of Gru,9,6270000,4,,
2023-02-26,2,winter,bad boys for life,Bad Boys for Life,10,6070000,1,,
2023-02-26,2,winter,unlocked,Unlocked,1,16150000,2,,
2023-02-26,2,winter,all quiet on the western front,All Quiet on the Western Front,2,5470000,14,,
2023-02-26,2,winter,call me chihiro,Call Me Chihiro,3,5340000,1,,
2023-02-26,2,winter,cirkus,Cirkus,4,3800000,2,,
2023-02-26,2,winter,squared love all over again,Squared Love All Over Again,5,3750000,2,,
2023-02-26,2,winter,all the places,All the Places,6,3610000,2,,
2023-02-26,2,winter,re/member,Re/Member,7,2810000,2,,
2023-02-26,2,winter,elite squad,Elite Squad,8,2360000,1,,
2023-02-26,2,winter,an inconvenient love,An Inconvenient Love,9,1960000,1,,
2023-02-26,2,winter,the last mercenary,The Last Mercenary,10,1850000,6,Movie,International Movies
2023-02-26,2,winter,the last mercenary,The Last Mercenary,10,1850000,6,Movie,Comedies
2023-02-26,2,winter,the last mercenary,The Last Mercenary,10,1850000,6,Movie,Action & Adventure
2023-02-26,2,winter,outer banks,Outer Banks,1,154970000,1,TV Show,Teen TV Shows
2023-02-26,2,winter,outer banks,Outer Banks,1,154970000,1,TV Show,TV Dramas
2023-02-26,2,winter,outer banks,Outer Banks,1,154970000,1,TV Show,TV Action & Adventure
2023-02-26,2,winter,murdaugh murders: a southern scandal,Murdaugh Murders: A Southern Scandal,2,40050000,1,,
2023-02-26,2,winter,perfect match,Perfect Match,3,39510000,2,,
2023-02-26,2,winter,outer banks,Outer Banks,4,35100000,6,TV Show,Teen TV Shows
2023-02-26,2,winter,outer banks,Outer Banks,4,35100000,6,TV Show,TV Dramas
2023-02-26,2,winter,outer banks,Outer Banks,4,35100000,6,TV Show,TV Action & Adventure
2023-02-26,2,winter,you,You,5,27750000,3,TV Show,TV Dramas
2023-02-26,2,winter,you,You,5,27750000,3,TV Show,Romantic TV Shows
2023-02-26,2,winter,you,You,5,27750000,3,TV Show,Crime TV Shows
2023-02-26,2,winter,formula 1: drive to survive,Formula 1: Drive to Survive,6,25760000,1,TV Show,Docuseries
2023-02-26,2,winter,outer banks,Outer Banks,7,23860000,7,TV Show,Teen TV Shows
2023-02-26,2,winter,outer banks,Outer Banks,7,23860000,7,TV Show,TV Dramas
2023-02-26,2,winter,outer banks,Outer Banks,7,23860000,7,TV Show,TV Action & Adventure
2023-02-26,2,winter,red rose,Red Rose,8,20540000,2,,
2023-02-26,2,winter,wednesday,Wednesday,9,18950000,14,,
2023-02-26,2,winter,the walking dead,The Walking Dead,10,15940000,3,TV Show,TV Dramas
2023-02-26,2,winter,the walking dead,The Walking Dead,10,15940000,3,TV Show,TV Action & Adventure
2023-02-26,2,winter,the walking dead,The Walking Dead,10,15940000,3,TV Show,Classic & Cult TV
2023-02-26,2,winter,triptych,Triptych,1,50730000,1,,
2023-02-26,2,winter,physical: 100,Physical: 100,2,37420000,5,,
2023-02-26,2,winter,mr. queen,Mr. Queen,3,32440000,2,,
2023-02-26,2,winter,crash course in romance,Crash Course in Romance,4,23280000,4,,
2023-02-26,2,winter,the law according to lidia po�t,The Law According to Lidia Po�t,5,22500000,2,,
2023-02-26,2,winter,ganglands,Ganglands,6,16790000,2,TV Show,TV Action & Adventure
2023-02-26,2,winter,ganglands,Ganglands,6,16790000,2,TV Show,International TV Shows
2023-02-26,2,winter,ganglands,Ganglands,6,16790000,2,TV Show,Crime TV Shows
2023-02-26,2,winter,love to hate you,Love to Hate You,7,14370000,3,,
2023-02-26,2,winter,eva lasting,Eva Lasting,8,12890000,1,,
2023-02-26,2,winter,ganglands,Ganglands,9,12710000,4,TV Show,TV Action & Adventure
2023-02-26,2,winter,ganglands,Ganglands,9,12710000,4,TV Show,International TV Shows
2023-02-26,2,winter,ganglands,Ganglands,9,12710000,4,TV Show,Crime TV Shows
2023-02-26,2,winter,la reina del sur,La Reina del Sur,10,12370000,9,TV Show,Spanish-Language TV Shows
2023-02-26,2,winter,la reina del sur,La Reina del Sur,10,12370000,9,TV Show,International TV Shows
2023-02-26,2,winter,la reina del sur,La Reina del Sur,10,12370000,9,TV Show,Crime TV Shows
2023-02-19,2,winter,your place or mine,Your Place or Mine,1,53810000,2,,
2023-02-19,2,winter,"2 guns","2 Guns",2,12460000,1,,
2023-02-19,2,winter,the woman king,The Woman King,3,12210000,1,,
2023-02-19,2,winter,you people,You People,4,8500000,4,,
2023-02-19,2,winter,minions: the rise of gru,Minions: The Rise of Gru,5,7960000,3,,
2023-02-19,2,winter,mission: impossible - fallout,Mission: Impossible - Fallout,6,5940000,1,,
2023-02-19,2,winter,"47 meters down: uncaged","47 Meters Down: Uncaged",7,5800000,1,,
2023-02-19,2,winter,true spirit,True Spirit,8,5740000,3,,
2023-02-19,2,winter,bloodshot,Bloodshot,9,4620000,4,,
2023-02-19,2,winter,jurassic world,Jurassic World,10,4330000,1,,
2023-02-19,2,winter,squared love all over again,Squared Love All Over Again,1,12760000,1,,
2023-02-19,2,winter,all the places,All the Places,2,9930000,1,,
2023-02-19,2,winter,unlocked,Unlocked,3,8870000,1,,
2023-02-19,2,winter,re/member,Re/Member,4,6330000,1,,
2023-02-19,2,winter,cirkus,Cirkus,5,4250000,1,,
2023-02-19,2,winter,viking wolf,Viking Wolf,6,3950000,3,,
2023-02-19,2,winter,all quiet on the western front,All Quiet on the Western Front,7,2990000,13,,
2023-02-19,2,winter,thunivu (hindi),Thunivu (Hindi),8,2950000,2,,
2023-02-19,2,winter,infiesto,Infiesto,9,2130000,3,,
2023-02-19,2,winter,narvik,Narvik,10,1600000,4,,
2023-02-19,2,winter,you,You,1,64060000,2,TV Show,TV Dramas
2023-02-19,2,winter,you,You,1,64060000,2,TV Show,Romantic TV Shows
2023-02-19,2,winter,you,You,1,64060000,2,TV Show,Crime TV Shows
2023-02-19,2,winter,perfect match,Perfect Match,2,24650000,1,,
2023-02-19,2,winter,you,You,3,22400000,7,TV Show,TV Dramas
2023-02-19,2,winter,you,You,3,22400000,7,TV Show,Romantic TV Shows
2023-02-19,2,winter,you,You,3,22400000,7,TV Show,Crime TV Shows
2023-02-19,2,winter,red rose,Red Rose,4,21270000,1,,
2023-02-19,2,winter,wednesday,Wednesday,5,20240000,13,,
2023-02-19,2,winter,ginny & georgia,Ginny & Georgia,6,18510000,7,TV Show,TV Dramas
2023-02-19,2,winter,ginny & georgia,Ginny & Georgia,6,18510000,7,TV Show,TV Comedies
2023-02-19,2,winter,ginny & georgia,Ginny & Georgia,6,18510000,7,TV Show,Romantic TV Shows
2023-02-19,2,winter,full swing,Full Swing,7,17110000,1,,
2023-02-19,2,winter,love is blind,Love Is Blind,8,15860000,7,TV Show,Romantic TV Shows
2023-02-19,2,winter,love is blind,Love Is Blind,8,15860000,7,TV Show,Reality TV
2023-02-19,2,winter,you,You,9,15620000,10,TV Show,TV Dramas
2023-02-19,2,winter,you,You,9,15620000,10,TV Show,Romantic TV Shows
2023-02-19,2,winter,you,You,9,15620000,10,TV Show,Crime TV Shows
2023-02-19,2,winter,you,You,10,15120000,6,TV Show,TV Dramas
2023-02-19,2,winter,you,You,10,15120000,6,TV Show,Romantic TV Shows
2023-02-19,2,winter,you,You,10,15120000,6,TV Show,Crime TV Shows
2023-02-19,2,winter,physical: 100,Physical: 100,1,45420000,4,,
2023-02-19,2,winter,love to hate you,Love to Hate You,2,28570000,2,,
2023-02-19,2,winter,the law according to lidia po�t,The Law According to Lidia Po�t,3,28250000,1,,
2023-02-19,2,winter,crash course in romance,Crash Course in Romance,4,21520000,3,,
2023-02-19,2,winter,mr. queen,Mr. Queen,5,20950000,1,,
2023-02-19,2,winter,in love all over again,In Love All Over Again,6,16160000,1,,
2023-02-19,2,winter,true beauty,True Beauty,7,14940000,2,,
2023-02-19,2,winter,la reina del sur,La Reina del Sur,8,14890000,8,TV Show,Spanish-Language TV Shows
2023-02-19,2,winter,la reina del sur,La Reina del Sur,8,14890000,8,TV Show,International TV Shows
2023-02-19,2,winter,la reina del sur,La Reina del Sur,8,14890000,8,TV Show,Crime TV Shows
2023-02-19,2,winter,alchemy of souls,Alchemy of Souls,9,11900000,8,,
2023-02-19,2,winter,ganglands,Ganglands,10,10040000,1,TV Show,TV Action & Adventure
2023-02-19,2,winter,ganglands,Ganglands,10,10040000,1,TV Show,International TV Shows
2023-02-19,2,winter,ganglands,Ganglands,10,10040000,1,TV Show,Crime TV Shows
2023-02-12,2,winter,your place or mine,Your Place or Mine,1,51230000,1,,
2023-02-12,2,winter,true spirit,True Spirit,2,20730000,2,,
2023-02-12,2,winter,you people,You People,3,20400000,3,,
2023-02-12,2,winter,bloodshot,Bloodshot,4,14380000,3,,
2023-02-12,2,winter,minions: the rise of gru,Minions: The Rise of Gru,5,11500000,2,,
2023-02-12,2,winter,"lyle, lyle, crocodile","Lyle, Lyle, Crocodile",6,9110000,1,,
2023-02-12,2,winter,"pamela, a love story","Pamela, a love story",7,8710000,2,,
2023-02-12,2,winter,sniper: ultimate kill,Sniper: Ultimate Kill,8,6760000,1,,
2023-02-12,2,winter,enough,Enough,9,5400000,2,,
2023-02-12,2,winter,sniper: ghost shooter,Sniper: Ghost Shooter,10,5390000,2,Movie,Action & Adventure
2023-02-12,2,winter,viking wolf,Viking Wolf,1,21480000,2,,
2023-02-12,2,winter,infiesto,Infiesto,2,12940000,2,,
2023-02-12,2,winter,thunivu,Thunivu,3,4050000,1,,
2023-02-12,2,winter,thunivu (hindi),Thunivu (Hindi),4,3730000,1,,
2023-02-12,2,winter,all quiet on the western front,All Quiet on the Western Front,5,3660000,12,,
2023-02-12,2,winter,vadh,Vadh,6,3080000,1,,
2023-02-12,2,winter,i like it but it scares me,I Like It But It Scares Me,7,2620000,2,,
2023-02-12,2,winter,narvik,Narvik,8,2520000,3,,
2023-02-12,2,winter,my name is vendetta,My Name Is Vendetta,9,2240000,8,,
2023-02-12,2,winter,troll,Troll,10,2180000,11,,
2023-02-12,2,winter,you,You,1,92070000,1,TV Show,TV Dramas
2023-02-12,2,winter,you,You,1,92070000,1,TV Show,Romantic TV Shows
2023-02-12,2,winter,you,You,1,92070000,1,TV Show,Crime TV Shows
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,2,25710000,6,TV Show,TV Dramas
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,2,25710000,6,TV Show,TV Comedies
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,2,25710000,6,TV Show,Romantic TV Shows
2023-02-12,2,winter,wednesday,Wednesday,3,22650000,12,,
2023-02-12,2,winter,you,You,4,19240000,6,TV Show,TV Dramas
2023-02-12,2,winter,you,You,4,19240000,6,TV Show,Romantic TV Shows
2023-02-12,2,winter,you,You,4,19240000,6,TV Show,Crime TV Shows
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,5,15790000,6,TV Show,TV Dramas
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,5,15790000,6,TV Show,TV Comedies
2023-02-12,2,winter,ginny & georgia,Ginny & Georgia,5,15790000,6,TV Show,Romantic TV Shows
2023-02-12,2,winter,new amsterdam,New Amsterdam,6,15410000,6,,
2023-02-12,2,winter,lockwood & co.,Lockwood & Co.,7,15370000,3,,
2023-02-12,2,winter,love is blind,Love Is Blind,8,12530000,6,TV Show,Romantic TV Shows
2023-02-12,2,winter,love is blind,Love Is Blind,8,12530000,6,TV Show,Reality TV
2023-02-12,2,winter,you,You,9,11440000,9,TV Show,TV Dramas
2023-02-12,2,winter,you,You,9,11440000,9,TV Show,Romantic TV Shows
2023-02-12,2,winter,you,You,9,11440000,9,TV Show,Crime TV Shows
2023-02-12,2,winter,new amsterdam,New Amsterdam,10,10210000,1,,
2023-02-12,2,winter,physical: 100,Physical: 100,1,41610000,3,,
2023-02-12,2,winter,crash course in romance,Crash Course in Romance,2,21040000,2,,
2023-02-12,2,winter,the snow girl,The Snow Girl,3,19610000,3,,
2023-02-12,2,winter,la reina del sur,La Reina del Sur,4,19610000,7,TV Show,Spanish-Language TV Shows
2023-02-12,2,winter,la reina del sur,La Reina del Sur,4,19610000,7,TV Show,International TV Shows
2023-02-12,2,winter,la reina del sur,La Reina del Sur,4,19610000,7,TV Show,Crime TV Shows
2023-02-12,2,winter,true beauty,True Beauty,5,16510000,1,,
2023-02-12,2,winter,the interest of love,The Interest of Love,6,12390000,2,,
2023-02-12,2,winter,alchemy of souls,Alchemy of Souls,7,11610000,7,,
2023-02-12,2,winter,love to hate you,Love to Hate You,8,11270000,1,,
2023-02-12,2,winter,class,Class,9,9910000,1,,
2023-02-12,2,winter,til money do us part,Til Money Do Us Part,10,9330000,12,,
2023-02-05,2,winter,you people,You People,1,65610000,2,,
2023-02-05,2,winter,"pamela, a love story","Pamela, a love story",2,24330000,1,,
2023-02-05,2,winter,minions: the rise of gru,Minions: The Rise of Gru,3,19360000,1,,
2023-02-05,2,winter,sniper: ghost shooter,Sniper: Ghost Shooter,4,12490000,1,Movie,Action & Adventure
2023-02-05,2,winter,true spirit,True Spirit,5,11090000,1,,
2023-02-05,2,winter,the hurricane heist,The Hurricane Heist,6,10120000,1,Movie,Action & Adventure
2023-02-05,2,winter,bloodshot,Bloodshot,7,8720000,2,,
2023-02-05,2,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,8,6830000,7,,
2023-02-05,2,winter,flushed away,Flushed Away,9,5090000,1,,
2023-02-05,2,winter,inheritance,Inheritance,10,4790000,3,,
2023-02-05,2,winter,viking wolf,Viking Wolf,1,28030000,1,,
2023-02-05,2,winter,infiesto,Infiesto,2,12650000,1,,
2023-02-05,2,winter,narvik,Narvik,3,9950000,2,,
2023-02-05,2,winter,all quiet on the western front,All Quiet on the Western Front,4,7050000,11,,
2023-02-05,2,winter,an action hero,An Action Hero,5,5740000,2,,
2023-02-05,2,winter,the price of family,The Price of Family,6,5430000,2,,
2023-02-05,2,winter,i like it but it scares me,I Like It But It Scares Me,7,4510000,1,,
2023-02-05,2,winter,mission majnu,Mission Majnu,8,3280000,3,,
2023-02-05,2,winter,jung_e,JUNG_E,9,2880000,3,,
2023-02-05,2,winter,troll,Troll,10,2650000,10,,
2023-02-05,2,winter,lockwood & co.,Lockwood & Co.,1,39420000,2,,
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,2,38090000,5,TV Show,TV Dramas
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,2,38090000,5,TV Show,TV Comedies
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,2,38090000,5,TV Show,Romantic TV Shows
2023-02-05,2,winter,wednesday,Wednesday,3,28230000,11,,
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,4,22550000,5,TV Show,TV Dramas
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,4,22550000,5,TV Show,TV Comedies
2023-02-05,2,winter,ginny & georgia,Ginny & Georgia,4,22550000,5,TV Show,Romantic TV Shows
2023-02-05,2,winter,new amsterdam,New Amsterdam,5,18960000,5,,
2023-02-05,2,winter,vikings: valhalla,Vikings: Valhalla,6,14840000,4,,
2023-02-05,2,winter,new amsterdam,New Amsterdam,7,9370000,1,,
2023-02-05,2,winter,that '90s show,That '90s Show,8,9370000,3,,
2023-02-05,2,winter,freeridge,Freeridge,9,8270000,1,,
2023-02-05,2,winter,new amsterdam,New Amsterdam,10,7910000,1,,
2023-02-05,2,winter,the snow girl,The Snow Girl,1,50240000,2,,
2023-02-05,2,winter,physical: 100,Physical: 100,2,31300000,2,,
2023-02-05,2,winter,la reina del sur,La Reina del Sur,3,25730000,6,TV Show,Spanish-Language TV Shows
2023-02-05,2,winter,la reina del sur,La Reina del Sur,3,25730000,6,TV Show,International TV Shows
2023-02-05,2,winter,la reina del sur,La Reina del Sur,3,25730000,6,TV Show,Crime TV Shows
2023-02-05,2,winter,record of ragnarok,Record of Ragnarok,4,18880000,2,TV Show,International TV Shows
2023-02-05,2,winter,record of ragnarok,Record of Ragnarok,4,18880000,2,TV Show,Anime Series
2023-02-05,2,winter,crash course in romance,Crash Course in Romance,5,15550000,1,,
2023-02-05,2,winter,the endless night,The Endless Night,6,14950000,2,,
2023-02-05,2,winter,alchemy of souls,Alchemy of Souls,7,11520000,6,,
2023-02-05,2,winter,women at war,Women at War,8,11230000,3,,
2023-02-05,2,winter,the interest of love,The Interest of Love,9,10950000,1,,
2023-02-05,2,winter,shahmaran,Shahmaran,10,10700000,3,,
2023-01-29,1,winter,you people,You People,1,55650000,1,,
2023-01-29,1,winter,inheritance,Inheritance,2,11550000,2,,
2023-01-29,1,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,3,9670000,6,,
2023-01-29,1,winter,puss in boots,Puss in Boots,4,6010000,2,Movie,Comedies
2023-01-29,1,winter,puss in boots,Puss in Boots,4,6010000,2,Movie,Children & Family Movies
2023-01-29,1,winter,devotion,Devotion,5,5910000,1,,
2023-01-29,1,winter,dog gone,Dog Gone,6,5800000,3,,
2023-01-29,1,winter,the pale blue eye,The Pale Blue Eye,7,5460000,4,,
2023-01-29,1,winter,sing,Sing,8,5320000,8,,
2023-01-29,1,winter,roald dahl's matilda the musical,Roald Dahl's Matilda The Musical,9,4600000,5,,
2023-01-29,1,winter,trolls,Trolls,10,3790000,5,,
2023-01-29,1,winter,narvik,Narvik,1,37980000,1,,
2023-01-29,1,winter,jung_e,JUNG_E,2,17620000,2,,
2023-01-29,1,winter,mission majnu,Mission Majnu,3,10340000,2,,
2023-01-29,1,winter,all quiet on the western front,All Quiet on the Western Front,4,8170000,10,,
2023-01-29,1,winter,the price of family,The Price of Family,5,6340000,1,,
2023-01-29,1,winter,an action hero,An Action Hero,6,4490000,1,,
2023-01-29,1,winter,troll,Troll,7,2570000,9,,
2023-01-29,1,winter,dhamaka,Dhamaka,8,2550000,1,,
2023-01-29,1,winter,air force the movie: danger close,Air Force The Movie: Danger Close,9,2190000,1,,
2023-01-29,1,winter,my name is vendetta,My Name Is Vendetta,10,1990000,7,,
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,1,55610000,4,TV Show,TV Dramas
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,1,55610000,4,TV Show,TV Comedies
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,1,55610000,4,TV Show,Romantic TV Shows
2023-01-29,1,winter,wednesday,Wednesday,2,35860000,10,,
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,3,31140000,4,TV Show,TV Dramas
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,3,31140000,4,TV Show,TV Comedies
2023-01-29,1,winter,ginny & georgia,Ginny & Georgia,3,31140000,4,TV Show,Romantic TV Shows
2023-01-29,1,winter,that '90s show,That '90s Show,4,26250000,2,,
2023-01-29,1,winter,vikings: valhalla,Vikings: Valhalla,5,25120000,3,,
2023-01-29,1,winter,lockwood & co.,Lockwood & Co.,6,25120000,1,,
2023-01-29,1,winter,new amsterdam,New Amsterdam,7,14320000,4,,
2023-01-29,1,winter,bling empire: new york,Bling Empire: New York,8,14280000,1,,
2023-01-29,1,winter,bake squad,Bake Squad,9,13040000,1,TV Show,Reality TV
2023-01-29,1,winter,kaleidoscope,Kaleidoscope,10,12110000,4,Movie,Thrillers
2023-01-29,1,winter,la reina del sur,La Reina del Sur,1,37470000,5,TV Show,Spanish-Language TV Shows
2023-01-29,1,winter,la reina del sur,La Reina del Sur,1,37470000,5,TV Show,International TV Shows
2023-01-29,1,winter,la reina del sur,La Reina del Sur,1,37470000,5,TV Show,Crime TV Shows
2023-01-29,1,winter,shahmaran,Shahmaran,2,33960000,2,,
2023-01-29,1,winter,the snow girl,The Snow Girl,3,31830000,1,,
2023-01-29,1,winter,women at war,Women at War,4,30280000,2,,
2023-01-29,1,winter,record of ragnarok,Record of Ragnarok,5,29190000,1,TV Show,International TV Shows
2023-01-29,1,winter,record of ragnarok,Record of Ragnarok,5,29190000,1,TV Show,Anime Series
2023-01-29,1,winter,the endless night,The Endless Night,6,28330000,1,,
2023-01-29,1,winter,physical: 100,Physical: 100,7,22510000,1,,
2023-01-29,1,winter,fauda,Fauda,8,19210000,2,TV Show,TV Action & Adventure
2023-01-29,1,winter,fauda,Fauda,8,19210000,2,TV Show,International TV Shows
2023-01-29,1,winter,fauda,Fauda,8,19210000,2,TV Show,Crime TV Shows
2023-01-29,1,winter,the glory,The Glory,9,17360000,5,,
2023-01-29,1,winter,alchemy of souls,Alchemy of Souls,10,14930000,19,,
2023-01-22,1,winter,dog gone,Dog Gone,1,20910000,2,,
2023-01-22,1,winter,the pale blue eye,The Pale Blue Eye,2,12690000,3,,
2023-01-22,1,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,3,12040000,5,,
2023-01-22,1,winter,the hatchet wielding hitchhiker,The Hatchet Wielding Hitchhiker,4,8230000,2,,
2023-01-22,1,winter,sing,Sing,5,7090000,7,,
2023-01-22,1,winter,roald dahl's matilda the musical,Roald Dahl's Matilda The Musical,6,6040000,4,,
2023-01-22,1,winter,puss in boots,Puss in Boots,7,5860000,1,Movie,Comedies
2023-01-22,1,winter,puss in boots,Puss in Boots,7,5860000,1,Movie,Children & Family Movies
2023-01-22,1,winter,a quiet place part ii,A Quiet Place Part II,8,4760000,1,,
2023-01-22,1,winter,trolls,Trolls,9,4080000,4,,
2023-01-22,1,winter,disconnect: the wedding planner,Disconnect: The Wedding Planner,10,3790000,1,,
2023-01-22,1,winter,jung_e,JUNG_E,1,19300000,1,,
2023-01-22,1,winter,mission majnu,Mission Majnu,2,8940000,1,,
2023-01-22,1,winter,noise,Noise,3,3370000,2,,
2023-01-22,1,winter,all quiet on the western front,All Quiet on the Western Front,4,2800000,9,,
2023-01-22,1,winter,troll,Troll,5,2590000,8,,
2023-01-22,1,winter,rrr (hindi),RRR (Hindi),6,2200000,17,,
2023-01-22,1,winter,kaapa,Kaapa,7,2130000,1,,
2023-01-22,1,winter,lesson plan,Lesson Plan,8,1740000,3,,
2023-01-22,1,winter,my name is vendetta,My Name Is Vendetta,9,1620000,6,,
2023-01-22,1,winter,alkhallat+,Alkhallat+,10,1570000,1,,
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,1,87400000,3,TV Show,TV Dramas
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,1,87400000,3,TV Show,TV Comedies
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,1,87400000,3,TV Show,Romantic TV Shows
2023-01-22,1,winter,vikings: valhalla,Vikings: Valhalla,2,55530000,2,,
2023-01-22,1,winter,wednesday,Wednesday,3,45740000,9,,
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,4,43290000,3,TV Show,TV Dramas
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,4,43290000,3,TV Show,TV Comedies
2023-01-22,1,winter,ginny & georgia,Ginny & Georgia,4,43290000,3,TV Show,Romantic TV Shows
2023-01-22,1,winter,that '90s show,That '90s Show,5,41080000,1,,
2023-01-22,1,winter,vikings: valhalla,Vikings: Valhalla,6,25370000,7,,
2023-01-22,1,winter,kaleidoscope,Kaleidoscope,7,22990000,3,Movie,Thrillers
2023-01-22,1,winter,emily in paris,Emily in Paris,8,15550000,5,TV Show,TV Dramas
2023-01-22,1,winter,emily in paris,Emily in Paris,8,15550000,5,TV Show,TV Comedies
2023-01-22,1,winter,emily in paris,Emily in Paris,8,15550000,5,TV Show,Romantic TV Shows
2023-01-22,1,winter,new amsterdam,New Amsterdam,9,14640000,3,,
2023-01-22,1,winter,the walking dead,The Walking Dead,10,11800000,2,TV Show,TV Dramas
2023-01-22,1,winter,the walking dead,The Walking Dead,10,11800000,2,TV Show,TV Action & Adventure
2023-01-22,1,winter,the walking dead,The Walking Dead,10,11800000,2,TV Show,Classic & Cult TV
2023-01-22,1,winter,la reina del sur,La Reina del Sur,1,54090000,4,TV Show,Spanish-Language TV Shows
2023-01-22,1,winter,la reina del sur,La Reina del Sur,1,54090000,4,TV Show,International TV Shows
2023-01-22,1,winter,la reina del sur,La Reina del Sur,1,54090000,4,TV Show,Crime TV Shows
2023-01-22,1,winter,women at war,Women at War,2,24530000,1,,
2023-01-22,1,winter,the glory,The Glory,3,24200000,4,,
2023-01-22,1,winter,sky rojo,Sky Rojo,4,19070000,2,TV Show,TV Action & Adventure
2023-01-22,1,winter,sky rojo,Sky Rojo,4,19070000,2,TV Show,Spanish-Language TV Shows
2023-01-22,1,winter,sky rojo,Sky Rojo,4,19070000,2,TV Show,International TV Shows
2023-01-22,1,winter,shahmaran,Shahmaran,5,17030000,1,,
2023-01-22,1,winter,alice in borderland,Alice in Borderland,6,15680000,5,TV Show,TV Mysteries
2023-01-22,1,winter,alice in borderland,Alice in Borderland,6,15680000,5,TV Show,TV Action & Adventure
2023-01-22,1,winter,alice in borderland,Alice in Borderland,6,15680000,5,TV Show,International TV Shows
2023-01-22,1,winter,fauda,Fauda,7,12050000,1,TV Show,TV Action & Adventure
2023-01-22,1,winter,fauda,Fauda,7,12050000,1,TV Show,International TV Shows
2023-01-22,1,winter,fauda,Fauda,7,12050000,1,TV Show,Crime TV Shows
2023-01-22,1,winter,alchemy of souls,Alchemy of Souls,8,11580000,18,,
2023-01-22,1,winter,woman of the dead,Woman of the Dead,9,11490000,3,,
2023-01-22,1,winter,alpha males,Alpha Males,10,10570000,3,,
2023-01-15,1,winter,the pale blue eye,The Pale Blue Eye,1,39860000,2,,
2023-01-15,1,winter,the hatchet wielding hitchhiker,The Hatchet Wielding Hitchhiker,2,21270000,1,,
2023-01-15,1,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,3,19480000,4,,
2023-01-15,1,winter,dog gone,Dog Gone,4,18880000,1,,
2023-01-15,1,winter,sing,Sing,5,10400000,6,,
2023-01-15,1,winter,roald dahl's matilda the musical,Roald Dahl's Matilda The Musical,6,8310000,3,,
2023-01-15,1,winter,jumanji: the next level,Jumanji: The Next Level,7,6360000,3,,
2023-01-15,1,winter,transformers: dark of the moon,Transformers: Dark of the Moon,8,5630000,1,,
2023-01-15,1,winter,colombiana,Colombiana,9,4860000,1,,
2023-01-15,1,winter,daddy day care,Daddy Day Care,10,4850000,1,Movie,Comedies
2023-01-15,1,winter,daddy day care,Daddy Day Care,10,4850000,1,Movie,Children & Family Movies
2023-01-15,1,winter,noise,Noise,1,7180000,1,,
2023-01-15,1,winter,how i became a gangster,How I Became a Gangster,2,6960000,2,,
2023-01-15,1,winter,the raid 2,The Raid 2,3,3840000,2,,
2023-01-15,1,winter,the kings of the world,The Kings of the World,4,3690000,2,,
2023-01-15,1,winter,confidential assignment 2: international,Confidential Assignment 2: International,5,3530000,1,,
2023-01-15,1,winter,thai massage,Thai Massage,6,2870000,1,,
2023-01-15,1,winter,"farewell, mr. haffmann","Farewell, Mr. Haffmann",7,2850000,1,,
2023-01-15,1,winter,troll,Troll,8,2520000,7,,
2023-01-15,1,winter,all quiet on the western front,All Quiet on the Western Front,9,2220000,8,,
2023-01-15,1,winter,rrr (hindi),RRR (Hindi),10,1820000,16,,
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,1,162720000,2,TV Show,TV Dramas
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,1,162720000,2,TV Show,TV Comedies
