"week_date","month_num","season","title_clean","show_title","weekly_rank_num","weekly_hours_viewed_num","cumulative_weeks_in_top_10_num","type_clean","genre"
2022-06-12,6,summer,sonic the hedgehog,Sonic the Hedgehog,10,5510000,7,,
2022-06-12,6,summer,rrr (hindi),RRR (Hindi),1,5230000,4,,
2022-06-12,6,summer,el paseo 6,El paseo 6,2,5000000,1,,
2022-06-12,6,summer,don,Don,3,3640000,1,Movie,International Movies
2022-06-12,6,summer,don,Don,3,3640000,1,Movie,Action & Adventure
2022-06-12,6,summer,toscana,Toscana,4,2720000,4,,
2022-06-12,6,summer,the takedown,The Takedown,5,2230000,6,,
2022-06-12,6,summer,belzebuth,Belzebuth,6,2060000,1,,
2022-06-12,6,summer,f*ck love too,F*ck Love Too,7,2010000,4,,
2022-06-12,6,summer,the perfect family,The Perfect Family,8,1870000,5,,
2022-06-12,6,summer,gladbeck: the hostage crisis,Gladbeck: The Hostage Crisis,9,1830000,1,,
2022-06-12,6,summer,cbi 5: the brain,CBI 5: The Brain,10,1710000,1,,
2022-06-12,6,summer,stranger things,Stranger Things,1,159240000,3,TV Show,TV Sci-Fi & Fantasy
2022-06-12,6,summer,stranger things,Stranger Things,1,159240000,3,TV Show,TV Mysteries
2022-06-12,6,summer,stranger things,Stranger Things,1,159240000,3,TV Show,TV Horror
2022-06-12,6,summer,stranger things,Stranger Things,2,51420000,3,TV Show,TV Sci-Fi & Fantasy
2022-06-12,6,summer,stranger things,Stranger Things,2,51420000,3,TV Show,TV Mysteries
2022-06-12,6,summer,stranger things,Stranger Things,2,51420000,3,TV Show,TV Horror
2022-06-12,6,summer,stranger things,Stranger Things,3,50290000,4,TV Show,TV Sci-Fi & Fantasy
2022-06-12,6,summer,stranger things,Stranger Things,3,50290000,4,TV Show,TV Mysteries
2022-06-12,6,summer,stranger things,Stranger Things,3,50290000,4,TV Show,TV Horror
2022-06-12,6,summer,stranger things,Stranger Things,4,47600000,3,TV Show,TV Sci-Fi & Fantasy
2022-06-12,6,summer,stranger things,Stranger Things,4,47600000,3,TV Show,TV Mysteries
2022-06-12,6,summer,stranger things,Stranger Things,4,47600000,3,TV Show,TV Horror
2022-06-12,6,summer,peaky blinders,Peaky Blinders,5,45710000,1,TV Show,International TV Shows
2022-06-12,6,summer,peaky blinders,Peaky Blinders,5,45710000,1,TV Show,Crime TV Shows
2022-06-12,6,summer,peaky blinders,Peaky Blinders,5,45710000,1,TV Show,British TV Shows
2022-06-12,6,summer,keep sweet: pray and obey,Keep Sweet: Pray and Obey,6,31140000,1,,
2022-06-12,6,summer,first kill,First Kill,7,30340000,1,Movie,Action & Adventure
2022-06-12,6,summer,the lincoln lawyer,The Lincoln Lawyer,8,27190000,5,Movie,Thrillers
2022-06-12,6,summer,the lincoln lawyer,The Lincoln Lawyer,8,27190000,5,Movie,Dramas
2022-06-12,6,summer,all american,All American,9,26690000,2,TV Show,Teen TV Shows
2022-06-12,6,summer,all american,All American,9,26690000,2,TV Show,TV Dramas
2022-06-12,6,summer,surviving summer,Surviving Summer,10,20300000,1,,
2022-06-12,6,summer,wrong side of the tracks,Wrong Side of the Tracks,1,19400000,4,,
2022-06-12,6,summer,as the crow flies,As the Crow Flies,2,18310000,1,,
2022-06-12,6,summer,the perfect mother,The Perfect Mother,3,16150000,2,,
2022-06-12,6,summer,intimacy,Intimacy,4,15900000,1,,
2022-06-12,6,summer,our blues,Our Blues,5,14910000,7,,
2022-06-12,6,summer,"malverde, el santo patr�n","Malverde, el santo patr�n",6,12370000,1,,
2022-06-12,6,summer,two summers,Two Summers,7,12210000,1,,
2022-06-12,6,summer,my liberation notes,My Liberation Notes,8,10050000,4,,
2022-06-12,6,summer,"yo soy betty, la fea","Yo soy Betty, la fea",9,9680000,26,,
2022-06-12,6,summer,who killed sara?,Who Killed Sara?,10,9030000,4,TV Show,Spanish-Language TV Shows
2022-06-12,6,summer,who killed sara?,Who Killed Sara?,10,9030000,4,TV Show,International TV Shows
2022-06-12,6,summer,who killed sara?,Who Killed Sara?,10,9030000,4,TV Show,Crime TV Shows
2022-06-05,6,summer,interceptor,Interceptor,1,35600000,1,,
2022-06-05,6,summer,a perfect pairing,A Perfect Pairing,2,14410000,3,,
2022-06-05,6,summer,the amazing spider-man,The Amazing Spider-Man,3,13500000,1,,
2022-06-05,6,summer,senior year,Senior Year,4,13260000,4,,
2022-06-05,6,summer,memoirs of a geisha,Memoirs of a Geisha,5,10200000,1,Movie,Romantic Movies
2022-06-05,6,summer,memoirs of a geisha,Memoirs of a Geisha,5,10200000,1,Movie,Dramas
2022-06-05,6,summer,the outpost,The Outpost,6,10120000,1,Movie,Dramas
2022-06-05,6,summer,the outpost,The Outpost,6,10120000,1,Movie,Action & Adventure
2022-06-05,6,summer,disappearance at clifton hill,Disappearance at Clifton Hill,7,8670000,1,,
2022-06-05,6,summer,sonic the hedgehog,Sonic the Hedgehog,8,6500000,6,,
2022-06-05,6,summer,jack reacher,Jack Reacher,9,5370000,1,,
2022-06-05,6,summer,jackass 4.5,Jackass 4.5,10,4820000,3,,
2022-06-05,6,summer,rrr (hindi),RRR (Hindi),1,13940000,3,,
2022-06-05,6,summer,toscana,Toscana,2,5540000,3,,
2022-06-05,6,summer,f*ck love too,F*ck Love Too,3,4780000,3,,
2022-06-05,6,summer,the takedown,The Takedown,4,3670000,5,,
2022-06-05,6,summer,the perfect family,The Perfect Family,5,3040000,4,,
